_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
143,143,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,24-06-2021 08:30,12.8
144,144,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,13-07-2021 08:30,8.2
145,145,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,14-07-2021 08:30,50.6
146,146,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,15-07-2021 08:30,35.2
147,147,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,16-07-2021 08:30,2.2
148,148,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,21-07-2021 08:30,35.6
149,149,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,22-07-2021 08:30,97.8
150,150,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,26-07-2021 08:30,6.2
151,151,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,28-07-2021 08:30,108.2
152,152,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,29-07-2021 08:30,6.8
153,153,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,05-08-2021 08:30,12.8
154,154,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,09-08-2021 08:30,11.8
155,155,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,20-08-2021 08:30,32.8
156,156,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,21-08-2021 08:30,42.6
157,157,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,22-08-2021 08:30,18.2
158,158,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,28-08-2021 08:30,29.6
159,159,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,29-08-2021 08:30,8.2
160,160,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,30-08-2021 08:30,29.2
161,161,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,02-09-2021 08:30,10.2
162,162,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,05-09-2021 08:30,27.4
163,163,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,07-09-2021 08:30,29.6
164,164,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,12-09-2021 08:30,25.8
165,165,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,13-09-2021 08:30,39.6
166,166,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,14-09-2021 08:30,16.2
167,167,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,16-09-2021 08:30,19.8
168,168,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,17-09-2021 08:30,8.2
169,169,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,22-09-2021 08:30,26.8
170,170,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,23-09-2021 08:30,2.4
171,171,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,24-09-2021 08:30,70.6
172,172,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,18-10-2021 08:30,16.8
173,173,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,25-10-2021 08:30,29.6
174,174,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,24-12-2021 08:30,2.2
175,175,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,06-01-2022 08:30,11.2
176,176,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,07-01-2022 08:30,2.8
177,177,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,08-01-2022 08:30,68.2
178,178,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,09-01-2022 08:30,85.6
179,179,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,10-01-2022 08:30,48.2
180,180,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,23-01-2022 08:30,48.6
181,181,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,24-01-2022 08:30,52.2
182,182,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,04-02-2022 08:30,65.8
183,183,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,05-02-2022 08:30,18.6
184,184,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,26-02-2022 08:30,22.6
185,185,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,21-05-2022 08:30,12.6
186,186,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,23-05-2022 08:30,26.2
187,187,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,16-06-2022 08:30,12.4
188,188,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,01-07-2022 08:30,86.4
189,189,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,03-07-2022 08:30,12.6
190,190,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,07-07-2022 08:30,84.6
191,191,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,14-07-2022 08:30,22.4
192,192,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,17-07-2022 08:30,12.4
193,193,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,21-07-2022 08:30,56.2
194,194,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,25-07-2022 08:30,12.6
195,195,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,30-07-2022 08:30,25.6
196,196,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,04-08-2022 08:30,45.8
197,197,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,07-08-2022 08:30,12.6
198,198,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,15-08-2022 08:30,22.6
199,199,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,20-08-2022 08:30,18.2
200,200,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,21-08-2022 08:30,28.8
201,201,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,30-08-2022 08:30,36.6
202,202,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,10-09-2022 08:30,48.2
203,203,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,16-09-2022 08:30,39.8
204,204,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,20-09-2022 08:30,26.6
205,205,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,21-09-2022 08:30,8.4
206,206,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,23-09-2022 08:30,30.6
207,207,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,24-09-2022 08:30,14.2
208,208,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,25-09-2022 08:30,53.8
209,209,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,26-09-2022 08:30,32.8
210,210,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,11-10-2022 08:30,12.2
211,211,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,12-10-2022 08:30,19.8
212,212,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,20-01-2023 08:30,6.2
213,213,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,30-01-2023 08:30,18.2
214,214,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,18-03-2023 08:30,4.2
215,215,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,21-03-2023 08:30,27.8
216,216,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,25-03-2023 08:30,4.2
217,217,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,26-03-2023 08:30,10.4
218,218,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,31-03-2023 08:30,2.8
219,219,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,01-04-2023 08:30,16.4
220,220,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,01-05-2023 08:30,8.6
221,221,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,02-05-2023 08:30,23.8
222,222,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,03-05-2023 08:30,6.8
223,223,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,24-05-2023 08:30,18.6
224,224,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,25-05-2023 08:30,6.2
225,225,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,30-05-2023 08:30,48.6
226,226,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,02-06-2023 08:30,4.2
227,227,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,24-06-2023 08:30,12.02
228,228,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,25-06-2023 08:30,18.04
229,229,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,29-06-2023 08:30,6.02
230,230,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,03-07-2023 08:30,4.02
231,231,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,04-07-2023 08:30,8.2
232,232,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,05-07-2023 08:30,6.4
233,233,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,06-07-2023 08:30,16.4
234,234,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,08-07-2023 08:30,6.8
235,235,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,08-07-2023 11:30,2.2
236,236,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,08-07-2023 14:30,4.2
237,237,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,08-07-2023 23:30,6.4
238,238,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,09-07-2023 05:30,4.4
239,239,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,09-07-2023 11:30,16.6
240,240,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,09-07-2023 14:30,12.8
241,241,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,09-07-2023 17:30,6.2
242,242,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,10-07-2023 14:30,20.8
243,243,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,10-07-2023 17:30,22.6
244,244,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,10-07-2023 20:30,32.8
245,245,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,11-07-2023 08:30,10.2
246,246,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,12-07-2023 05:30,8.2
247,247,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,12-07-2023 08:30,16.2
248,248,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,12-07-2023 11:30,15.08
249,249,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,12-07-2023 14:30,8.6
250,250,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,13-07-2023 02:30,4.2
251,251,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,13-07-2023 05:30,2.4
252,252,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,13-07-2023 08:30,6.2
253,253,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,22-07-2023 11:30,10.4
254,254,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,24-07-2023 08:30,12.8
255,255,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,26-07-2023 02:30,4.2
256,256,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,26-07-2023 05:30,2.2
257,257,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,28-07-2023 08:30,6.2
258,258,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,09-08-2023 05:30,2.4
259,259,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,11-08-2023 05:30,16.04
260,260,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,11-08-2023 08:30,6.8
261,261,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,15-08-2023 05:30,8.2
262,262,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,18-08-2023 20:30,8.2
263,263,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,21-08-2023 20:30,6.4
264,264,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,22-08-2023 11:30,4.6
265,265,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,23-08-2023 02:30,12.6
266,266,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,23-08-2023 08:30,14.8
267,267,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,23-08-2023 14:30,4.6
268,268,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,09-09-2023 20:30,56.2
269,269,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,15-09-2023 11:30,4.2
270,270,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,23-09-2023 11:30,4.2
271,271,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,16-10-2023 11:30,12.6
272,272,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,16-10-2023 14:30,2.4
273,273,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,01-02-2024 08:30,15.6
274,274,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,02-02-2024 08:30,37.8
275,275,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,05-02-2024 08:30,8.2
276,276,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,20-02-2024 08:30,6.8
277,277,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,02-03-2024 08:30,4.2
278,278,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,03-03-2024 08:30,48.4
279,279,Fatehgarh,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Somb,-,Somb,30.17222222,77.39222222,30-03-2024 08:30,12.6
