SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
165,Adampur-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur,-,-,-,-,-,-,29.27833333,75.49194444,,01-01-2018 06:00,3.98
166,Adampur-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur,-,-,-,-,-,-,29.27833333,75.49194444,,01-05-2018 06:00,4.64
167,Adampur-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur,-,-,-,-,-,-,29.27833333,75.49194444,,01-06-2018 00:00,4.64
168,Adampur-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur,-,-,-,-,-,-,29.27833333,75.49194444,,20-08-2018 00:00,4.16
169,Adampur-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur,-,-,-,-,-,-,29.27833333,75.49194444,,20-10-2018 00:00,4.14
170,Adampur-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur,-,-,-,-,-,-,29.27833333,75.49194444,,01-11-2018 00:00,4.14
171,Adampur-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur,-,-,-,-,-,-,29.27833333,75.49194444,,01-01-2019 06:00,4.12
172,Adampur-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur,-,-,-,-,-,-,29.27833333,75.49194444,,20-05-2019 06:00,4.48
173,Adampur-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur,-,-,-,-,-,-,29.27833333,75.49194444,,01-06-2019 06:00,4.48
174,Adampur-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur,-,-,-,-,-,-,29.27833333,75.49194444,,20-08-2019 06:00,4.08
175,Adampur-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur,-,-,-,-,-,-,29.27833333,75.49194444,,01-11-2019 06:00,4.5
176,Adampur-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur,-,-,-,-,-,-,29.27833333,75.49194444,,10-01-2020 00:00,4.2
177,Adampur-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur,-,-,-,-,-,-,29.27833333,75.49194444,,25-08-2020 00:00,2.77
178,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-01-1996 06:00,2.45
179,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,15-05-1996 06:00,2.9
180,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,25-08-1996 06:00,2.92
181,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-1996 06:00,2.99
182,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,15-05-1997 06:00,2.97
183,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-1997 06:00,2.8
184,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-01-1998 06:00,2.4
185,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,25-08-1998 06:00,3.8
186,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-1998 06:00,2.21
187,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-01-1999 06:00,2.23
188,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,25-08-1999 06:00,3.35
189,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-1999 06:00,4
190,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,25-08-2000 06:00,4.62
191,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-01-2001 06:00,3.73
192,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,15-05-2001 06:00,5.3
193,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-2001 06:00,4.63
194,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,25-08-2002 06:00,4.05
195,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-2002 06:00,4.4
196,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,25-08-2003 06:00,3.79
197,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-2003 06:00,4.01
198,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-01-2004 06:00,3.89
199,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,15-05-2004 06:00,4.28
200,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,25-08-2004 06:00,4.48
201,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-2004 06:00,4.69
202,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-01-2005 06:00,4.7
203,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,15-05-2005 06:00,5.18
204,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,25-08-2005 06:00,4.68
205,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-2005 06:00,5.03
206,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-01-2006 06:00,5.05
207,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,15-05-2006 06:00,5.15
208,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,25-08-2006 06:00,4.85
209,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-2006 06:00,5
210,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-01-2007 06:00,4.95
211,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,15-05-2007 06:00,5.14
212,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,25-08-2007 06:00,4.05
213,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-2007 06:00,4.55
214,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-01-2008 06:00,5.25
215,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,15-05-2008 06:00,5.3
216,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,25-08-2008 06:00,4.6
217,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-2008 06:00,4.7
218,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-01-2009 06:00,4.46
219,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,15-05-2009 06:00,5
220,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,25-08-2009 06:00,5.68
221,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-2009 06:00,5.25
222,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-01-2010 06:00,5.35
223,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,15-05-2012 06:00,4.51
224,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,05-11-2012 06:00,3.86
225,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,25-08-2017 06:00,3.65
226,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,01-06-2018 00:00,4.35
227,Adampur S,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Adampur S,-,-,-,-,-,-,29.27083333,75.47916667,,20-10-2018 00:00,4.3
228,Adhoya,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Adhoya,-,-,-,-,-,-,30.19166667,77.05000000,,05-11-2011 06:00,1.37
229,Adhoya,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Adhoya,-,-,-,-,-,-,30.19166667,77.05000000,,05-01-2012 06:00,10
230,Adhoya-Pz,CGWB,6,Haryana,68,KURUKSHETRA,PEHOWA,PEHOWA,Adhoya,-,-,-,-,-,-,30.06805556,76.48888889,,15-05-2015 06:00,34.6
231,Adhoya-Pz,CGWB,6,Haryana,68,KURUKSHETRA,PEHOWA,PEHOWA,Adhoya,-,-,-,-,-,-,30.06805556,76.48888889,,05-11-2015 06:00,36.5
232,Adhoya-Pz,CGWB,6,Haryana,68,KURUKSHETRA,PEHOWA,PEHOWA,Adhoya,-,-,-,-,-,-,30.06805556,76.48888889,,05-01-2017 06:00,38.1
233,Adhoya-Pz,CGWB,6,Haryana,68,KURUKSHETRA,PEHOWA,PEHOWA,Adhoya,-,-,-,-,-,-,30.06805556,76.48888889,,01-06-2018 00:00,40.87
234,Adhoya-Pz,CGWB,6,Haryana,68,KURUKSHETRA,PEHOWA,PEHOWA,Adhoya,-,-,-,-,-,-,30.06805556,76.48888889,,20-10-2018 00:00,42.86
235,Agaon-Pz,CGWB,6,Haryana,604,Nuh,FEROZPUR JHIRKA,FIROZEPUR JHIRKA,Agaon,-,-,-,-,-,-,27.73055556,76.96527778,,15-05-2015 06:00,11.65
236,Agaon-Pz,CGWB,6,Haryana,604,Nuh,FEROZPUR JHIRKA,FIROZEPUR JHIRKA,Agaon,-,-,-,-,-,-,27.73055556,76.96527778,,01-06-2018 00:00,14.55
237,Agaon-Pz,CGWB,6,Haryana,604,Nuh,FEROZPUR JHIRKA,FIROZEPUR JHIRKA,Agaon,-,-,-,-,-,-,27.73055556,76.96527778,,20-10-2018 00:00,12.85
238,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-1996 06:00,15.33
239,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-1996 06:00,18.4
240,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-1996 06:00,18.23
241,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-1996 06:00,15.04
242,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-1997 06:00,15.13
243,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-1997 06:00,14.73
244,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-1997 06:00,16.58
245,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-1997 06:00,14.59
246,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-1998 06:00,15.83
247,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-1998 06:00,14.96
248,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-1998 06:00,14.78
249,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-1998 06:00,13.96
250,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-1999 06:00,14.23
251,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-1999 06:00,16.18
252,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-1999 06:00,14.83
253,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-1999 06:00,14.7
254,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-2000 06:00,15.26
255,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-2000 06:00,16.73
256,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-2000 06:00,12.88
257,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-2000 06:00,13.16
258,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-2001 06:00,13.36
259,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-2001 06:00,14.41
260,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-2001 06:00,13.15
261,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-2001 06:00,13.69
262,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-2002 06:00,13.4
263,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-2002 06:00,12.83
264,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-2002 06:00,12.91
265,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-2002 06:00,12.68
266,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-2003 06:00,12.56
267,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-2003 06:00,13.29
268,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-2003 06:00,12.5
269,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-2003 06:00,12.31
270,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-2004 06:00,11.94
271,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-2004 06:00,12.7
272,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-2004 06:00,13.1
273,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-2004 06:00,13.01
274,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-2005 06:00,13.21
275,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-2005 06:00,13.83
276,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-2005 06:00,12.75
277,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-2005 06:00,12.73
278,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-2006 06:00,12.39
279,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-2006 06:00,12.78
280,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-2006 06:00,12.07
281,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-2007 06:00,12.33
282,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-2007 06:00,12.64
283,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-2007 06:00,12.49
284,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-2008 06:00,12.91
285,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-2009 06:00,11.9
286,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-2009 06:00,11.31
287,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-2009 06:00,11.93
288,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-2010 06:00,13.33
289,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-2010 06:00,9.33
290,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,25-08-2010 06:00,13.78
291,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-2010 06:00,12.74
292,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-01-2011 06:00,12.66
293,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-2011 06:00,13.41
294,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-2011 06:00,9.24
295,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,15-05-2012 06:00,10.51
296,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,05-11-2012 06:00,8.85
297,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,01-06-2018 00:00,12.42
298,Agroha,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.30833333,75.65000000,,20-10-2018 00:00,12.37
299,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,15-05-2012 06:00,10.51
300,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,05-11-2012 06:00,8.85
301,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,15-05-2013 06:00,9.21
302,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,05-11-2013 06:00,8.84
303,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,15-05-2014 06:00,8.52
304,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,05-11-2014 06:00,8.4
305,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,15-05-2015 06:00,8.52
306,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,05-11-2015 06:00,8.28
307,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,15-05-2016 06:00,8.2
308,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,25-08-2016 06:00,11.6
309,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,05-11-2016 06:00,7.96
310,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,15-05-2017 06:00,8
311,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,05-11-2017 06:00,7.71
312,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,01-01-2018 06:00,7.62
313,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,01-05-2018 06:00,8.09
314,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,01-06-2018 00:00,8.09
315,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,20-08-2018 00:00,7.93
316,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,20-10-2018 00:00,7.81
317,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,01-11-2018 00:00,7.81
318,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,01-01-2019 06:00,7.7
319,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,20-05-2019 06:00,7.89
320,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,01-06-2019 06:00,7.89
321,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,20-08-2019 06:00,7.5
322,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,01-11-2019 06:00,7.35
323,Agroha-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Agroha,-,-,-,-,-,-,29.32500000,75.62277778,,25-08-2020 00:00,7.35
