_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
1981,1981,Khalila Manjran,CGWB,6,Haryana,71,PANIPAT,ISRANA,ISRANA,Khalila Manjran,-,-,-,-,-,-,29.29444444,76.77444444,,10-01-2021 00:00,6.33
1982,1982,Khalila Manjran,CGWB,6,Haryana,71,PANIPAT,ISRANA,ISRANA,Khalila Manjran,-,-,-,-,-,-,29.29444444,76.77444444,,31-08-2021 06:00,8.54
1983,1983,Khalila Manjran,CGWB,6,Haryana,71,PANIPAT,ISRANA,ISRANA,Khalila Manjran,-,-,-,-,-,-,29.29444444,76.77444444,,30-01-2022 07:00,4.65
1984,1984,Khalila Manjran,CGWB,6,Haryana,71,PANIPAT,ISRANA,ISRANA,Khalila Manjran,-,-,-,-,-,-,29.29444444,76.77444444,,01-11-2022 06:00,4.05
1985,1985,Khambi,CGWB,6,Haryana,619,Palwal,HODAL,HODAL,Khambi,-,-,-,-,-,-,27.97083333,77.41666667,,10-01-2021 00:00,2.69
1986,1986,Khambi,CGWB,6,Haryana,619,Palwal,HODAL,HODAL,Khambi,-,-,-,-,-,-,27.97083333,77.41666667,,30-11-2021 06:00,13.05
1987,1987,Khanahmadpur,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Khanahmadpur,-,-,-,-,-,-,30.24166667,77.125,,10-01-2021 00:00,3.36
1988,1988,Khanahmadpur,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Khanahmadpur,-,-,-,-,-,-,30.24166667,77.125,,31-08-2021 06:00,4.16
1989,1989,Khanahmadpur,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Khanahmadpur,-,-,-,-,-,-,30.24166667,77.125,,30-11-2021 06:00,2.73
1990,1990,Khanahmadpur,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Khanahmadpur,-,-,-,-,-,-,30.24166667,77.125,,30-01-2022 07:00,3.59
1991,1991,Khanahmadpur,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Khanahmadpur,-,-,-,-,-,-,30.24166667,77.125,,20-05-2022 06:00,6.93
1992,1992,Khanahmadpur,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Khanahmadpur,-,-,-,-,-,-,30.24166667,77.125,,01-08-2022 06:00,2.43
1993,1993,Khanahmadpur,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Khanahmadpur,-,-,-,-,-,-,30.24166667,77.125,,01-11-2022 06:00,2.23
1994,1994,Khanahmadpur,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Khanahmadpur,-,-,-,-,-,-,30.24166667,77.125,,01-01-2023 00:00,3.12
1995,1995,Khanahmadpur,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Khanahmadpur,-,-,-,-,-,-,30.24166667,77.125,,01-06-2023 00:00,6.26
1996,1996,Khanahmadpur,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Khanahmadpur,-,-,-,-,-,-,30.24166667,77.125,,20-08-2023 00:00,1.82
1997,1997,Khanahmadpur,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Khanahmadpur,-,-,-,-,-,-,30.24166667,77.125,,01-11-2023 00:00,2.54
1998,1998,Khanahmadpur,CGWB,6,Haryana,58,AMBALA,BARARA,BARARA,Khanahmadpur,-,-,-,-,-,-,30.24166667,77.125,,01-01-2024 00:00,3.8
1999,1999,Khanda-DW,CGWB,6,Haryana,75,SONIPAT,KHARKHODA,KHARHAUDA,Khanda,-,-,-,-,-,-,28.92,76.9,,20-05-2022 06:00,1.33
2000,2000,Khanda Kheri-Pz,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Khanda Kheri,-,-,-,-,-,-,29.20888889,76.23333333,,20-05-2022 06:00,7.62
2001,2001,Khandra,CGWB,6,Haryana,71,PANIPAT,PANIPAT,MADLAUDA,Khandra,-,-,-,-,-,-,29.42777778,76.84722222,,20-05-2022 06:00,13.4
2002,2002,Khanna Majra,CGWB,6,Haryana,58,AMBALA,AMBALA,AMBALA-I,Khanna Majra,-,-,-,-,-,-,30.24777778,76.65722222,,20-05-2022 06:00,3.95
2003,2003,Khanpur,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Khanpur,-,-,-,-,-,-,29.85388889,76.37055556,,30-11-2021 06:00,44.37
2004,2004,Khanpur,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Khanpur,-,-,-,-,-,-,29.85388889,76.37055556,,01-08-2022 06:00,45.03
2005,2005,Khanpur Ew S,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Khanpur Ew D,-,-,-,-,-,-,29.89277778,76.35722222,,10-01-2021 00:00,40.77
2006,2006,Khanpur Ew S,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Khanpur Ew D,-,-,-,-,-,-,29.89277778,76.35722222,,01-01-2023 00:00,42.6
2007,2007,Khanpur Jattan D-Pz.,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,SHAHBAD,Khanpur Jattan-Pz.,-,-,-,-,-,-,30.12694444,76.84083333,,10-01-2021 00:00,43.18
2008,2008,Khanpur Jattan D-Pz.,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,SHAHBAD,Khanpur Jattan-Pz.,-,-,-,-,-,-,30.12694444,76.84083333,,20-05-2022 06:00,46.94
2009,2009,Khanpur Jattan M -Pz,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,SHAHBAD,Khanpur Jattan-Pz,-,-,-,-,-,-,30.125,76.86083333,,10-01-2021 00:00,44.23
2010,2010,Khanpur Jattan M -Pz,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,SHAHBAD,Khanpur Jattan-Pz,-,-,-,-,-,-,30.125,76.86083333,,30-11-2021 06:00,46
2011,2011,Khanpur Jattan M -Pz,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,SHAHBAD,Khanpur Jattan-Pz,-,-,-,-,-,-,30.125,76.86083333,,30-01-2022 07:00,44.77
2012,2012,Khan Pur Jattan  S Pz.,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,SHAHBAD,Khan Pur Jattan Pz.,-,-,-,-,-,-,30.125,76.86277778,,31-08-2021 06:00,18.12
2013,2013,Khan Pur Jattan  S Pz.,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,SHAHBAD,Khan Pur Jattan Pz.,-,-,-,-,-,-,30.125,76.86277778,,20-05-2022 06:00,42.6
2014,2014,Khan Pur Jattan  S Pz.,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,SHAHBAD,Khan Pur Jattan Pz.,-,-,-,-,-,-,30.125,76.86277778,,01-01-2023 00:00,45.8
2015,2015,Khan Pur Jattan  S Pz.,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,SHAHBAD,Khan Pur Jattan Pz.,-,-,-,-,-,-,30.125,76.86277778,,01-11-2023 00:00,46.42
2016,2016,Khanpur Jatta - S,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,-,-,-,-,-,-,-,-,30.04,76.957222,,01-01-2023 00:00,45.31
2017,2017,Khanpur Jatta - S,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,-,-,-,-,-,-,-,-,30.04,76.957222,,20-08-2023 00:00,48.75
2018,2018,Khanpur Kalan-Pz,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Khanpur Kalan,-,-,-,-,-,-,29.15972222,76.82777778,,10-01-2021 00:00,2.99
2019,2019,Khanpur Kalan-Pz,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Khanpur Kalan,-,-,-,-,-,-,29.15972222,76.82777778,,31-08-2021 06:00,3.44
2020,2020,Khanpur Kalan-Pz,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Khanpur Kalan,-,-,-,-,-,-,29.15972222,76.82777778,,30-01-2022 07:00,1.6
2021,2021,Khanpur Kalan-Pz,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Khanpur Kalan,-,-,-,-,-,-,29.15972222,76.82777778,,20-05-2022 06:00,5.9
2022,2022,Khanpur Kalan-Pz,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Khanpur Kalan,-,-,-,-,-,-,29.15972222,76.82777778,,01-08-2022 06:00,1.16
2023,2023,Khanpur Kalan-Pz,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Khanpur Kalan,-,-,-,-,-,-,29.15972222,76.82777778,,01-10-2022 00:00,1.45
2024,2024,Khanpur Kalan-Pz,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Khanpur Kalan,-,-,-,-,-,-,29.15972222,76.82777778,,01-11-2022 06:00,0.9
2025,2025,Khanpur Kalan-Pz,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Khanpur Kalan,-,-,-,-,-,-,29.15972222,76.82777778,,20-08-2023 00:00,0.4
2026,2026,Khanpur Kalan-Pz,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Khanpur Kalan,-,-,-,-,-,-,29.15972222,76.82777778,,01-11-2023 00:00,1.7
2027,2027,Khanpur Kalan-Pz,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Khanpur Kalan,-,-,-,-,-,-,29.15972222,76.82777778,,01-01-2024 00:00,1.58
2028,2028,Khanpur M,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Siwan-Pz,-,-,-,-,-,-,29.8597,76.37,240,20-08-2023 00:00,48.05
2029,2029,Khanpur-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Khanpur,-,-,-,-,-,-,29.85138889,76.37222222,,10-01-2021 00:00,42.4
2030,2030,Khanpur-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Khanpur,-,-,-,-,-,-,29.85138889,76.37222222,,31-08-2021 06:00,41.7
2031,2031,Khanpur-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Khanpur,-,-,-,-,-,-,29.85138889,76.37222222,,30-11-2021 06:00,42.6
2032,2032,Khanpur-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Khanpur,-,-,-,-,-,-,29.85138889,76.37222222,,30-01-2022 07:00,41.65
2033,2033,Khanpur-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Khanpur,-,-,-,-,-,-,29.85138889,76.37222222,,20-05-2022 06:00,40.9
2034,2034,Khanpur-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Khanpur,-,-,-,-,-,-,29.85138889,76.37222222,,01-01-2023 00:00,43.02
2035,2035,Khanpur-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Khanpur,-,-,-,-,-,-,29.85138889,76.37222222,,01-06-2023 00:00,44.56
2036,2036,Khanpur-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Khanpur,-,-,-,-,-,-,29.85138889,76.37222222,,20-08-2023 00:00,47.72
2037,2037,Khanpur-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Khanpur,-,-,-,-,-,-,29.85138889,76.37222222,,01-11-2023 00:00,45.45
2038,2038,Khanpur-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Khanpur,-,-,-,-,-,-,29.85138889,76.37222222,,01-01-2024 00:00,43.65
2039,2039,Khara Kheri-DW,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,FATEHABAD,Khara Kheri,-,-,-,-,-,-,29.45416667,75.58611111,,20-05-2022 06:00,1
2040,2040,Kharakpunia,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Kharakpunia,-,-,-,-,-,-,29.34444444,76.00833333,,20-05-2022 06:00,2.4
2041,2041,Kharawar,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Kharawar,-,-,-,-,-,-,28.97222222,76.68333333,,31-08-2021 06:00,3.5
2042,2042,Kharawar,CGWB,6,Haryana,73,ROHTAK,ROHTAK,ROHTAK,Kharawar,-,-,-,-,-,-,28.97222222,76.68333333,,20-05-2022 06:00,5
2043,2043,Kharkhauda,CGWB,6,Haryana,75,SONIPAT,KHARKHODA,KHARHAUDA,Kharkhauda,-,-,-,-,-,-,28.87916667,76.9125,,20-05-2022 06:00,9
2044,2044,Kharwal,CGWB,6,Haryana,65,JIND,NARWANA,NARWANA,Kharwal,-,-,-,-,-,-,29.61388889,75.96527778,,20-05-2022 06:00,15.2
2045,2045,Khatkaran,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Khatkaran,-,-,-,-,-,-,29.40555556,76.24583333,,30-01-2022 07:00,16.2
2046,2046,Khatkaran,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Khatkaran,-,-,-,-,-,-,29.40555556,76.24583333,,20-05-2022 06:00,16.55
2047,2047,Khatkaran,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Khatkaran,-,-,-,-,-,-,29.40555556,76.24583333,,01-08-2022 06:00,15.2
2048,2048,Khatkaran,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Khatkaran,-,-,-,-,-,-,29.40555556,76.24583333,,01-10-2022 00:00,15.22
2049,2049,Khatkaran,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Khatkaran,-,-,-,-,-,-,29.40555556,76.24583333,,01-11-2022 06:00,12.55
2050,2050,Khatkaran,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Khatkaran,-,-,-,-,-,-,29.40555556,76.24583333,,20-08-2023 00:00,16.8
2051,2051,Khatkaran,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Khatkaran,-,-,-,-,-,-,29.40555556,76.24583333,,01-11-2023 00:00,17.22
2052,2052,Khatkaran,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Khatkaran,-,-,-,-,-,-,29.40555556,76.24583333,,01-01-2024 00:00,17.43
2053,2053,Kheaora,CGWB,6,Haryana,75,SONIPAT,SONIPAT,RAI,Kheaora,-,-,-,-,-,-,28.96666667,77.12083333,,01-08-2022 06:00,29.15
2054,2054,Kheaora,CGWB,6,Haryana,75,SONIPAT,SONIPAT,RAI,Kheaora,-,-,-,-,-,-,28.96666667,77.12083333,,01-10-2022 00:00,28.88
2055,2055,Kheaora,CGWB,6,Haryana,75,SONIPAT,SONIPAT,RAI,Kheaora,-,-,-,-,-,-,28.96666667,77.12083333,,01-11-2022 06:00,29.44
2056,2056,Khelalla Pehl S,CGWB,6,Haryana,71,PANIPAT,SAMALKHA,SAMALKHA,Khelalla Pehl S,-,-,-,-,-,-,29.29305556,76.97916667,,10-01-2021 00:00,34.25
2057,2057,Khelalla Pehl S,CGWB,6,Haryana,71,PANIPAT,SAMALKHA,SAMALKHA,Khelalla Pehl S,-,-,-,-,-,-,29.29305556,76.97916667,,01-08-2022 06:00,13.42
2058,2058,Khelalla Pehl S,CGWB,6,Haryana,71,PANIPAT,SAMALKHA,SAMALKHA,Khelalla Pehl S,-,-,-,-,-,-,29.29305556,76.97916667,,01-11-2022 06:00,38.49
2059,2059,Kheora1,CGWB,6,Haryana,75,SONIPAT,SONIPAT,RAI,Kheora,-,-,-,-,-,-,28.96666667,77.12083333,,10-01-2021 00:00,30.54
2060,2060,Kheora1,CGWB,6,Haryana,75,SONIPAT,SONIPAT,RAI,Kheora,-,-,-,-,-,-,28.96666667,77.12083333,,31-08-2021 06:00,31.89
2061,2061,Kheora1,CGWB,6,Haryana,75,SONIPAT,SONIPAT,RAI,Kheora,-,-,-,-,-,-,28.96666667,77.12083333,,30-01-2022 07:00,28.95
2062,2062,Kheora1,CGWB,6,Haryana,75,SONIPAT,SONIPAT,RAI,Kheora,-,-,-,-,-,-,28.96666667,77.12083333,,20-05-2022 06:00,27.3
2063,2063,Kheora1,CGWB,6,Haryana,75,SONIPAT,SONIPAT,RAI,Kheora,-,-,-,-,-,-,28.96666667,77.12083333,,01-11-2023 00:00,29.2
2064,2064,Kheora1,CGWB,6,Haryana,75,SONIPAT,SONIPAT,RAI,Kheora,-,-,-,-,-,-,28.96666667,77.12083333,,01-01-2024 00:00,29.08
2065,2065,Khera,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Khera,-,-,-,-,-,-,30.825,76.87777778,,10-01-2021 00:00,28.69
2066,2066,Khera,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Khera,-,-,-,-,-,-,30.825,76.87777778,,31-08-2021 06:00,30.56
2067,2067,Khera,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Khera,-,-,-,-,-,-,30.825,76.87777778,,30-11-2021 06:00,28.48
2068,2068,Khera,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Khera,-,-,-,-,-,-,30.825,76.87777778,,30-01-2022 07:00,28.66
2069,2069,Khera,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Khera,-,-,-,-,-,-,30.825,76.87777778,,20-05-2022 06:00,29.17
2070,2070,Khera,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Khera,-,-,-,-,-,-,30.825,76.87777778,,01-08-2022 06:00,28.26
2071,2071,Khera,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Khera,-,-,-,-,-,-,30.825,76.87777778,,01-11-2022 06:00,27.82
2072,2072,Khera,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Khera,-,-,-,-,-,-,30.825,76.87777778,,01-01-2023 00:00,27.56
2073,2073,Khera,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Khera,-,-,-,-,-,-,30.825,76.87777778,,01-06-2023 00:00,29.35
2074,2074,Khera,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Khera,-,-,-,-,-,-,30.825,76.87777778,,01-11-2023 00:00,26.86
2075,2075,Khera,CGWB,6,Haryana,70,PANCHKULA,KALKA,PINJORE,Khera,-,-,-,-,-,-,30.825,76.87777778,,01-01-2024 00:00,27.75
2076,2076,Khera Jattan-DW,CGWB,6,Haryana,58,AMBALA,NARAINGARH,SHAHZADPUR,Khera Jattan,-,-,-,-,-,-,30.45,76.91666667,,20-05-2022 06:00,10.75
2077,2077,Khera Khurrampur-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Khera Khurrampur,-,-,-,-,-,-,28.44166667,76.77222222,,10-01-2021 00:00,20.01
2078,2078,Khera Khurrampur-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Khera Khurrampur,-,-,-,-,-,-,28.44166667,76.77222222,,31-08-2021 06:00,20.34
2079,2079,Khera Khurrampur-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Khera Khurrampur,-,-,-,-,-,-,28.44166667,76.77222222,,30-11-2021 06:00,18.34
2080,2080,Khera Khurrampur-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Khera Khurrampur,-,-,-,-,-,-,28.44166667,76.77222222,,30-01-2022 07:00,18.35
2081,2081,Khera Khurrampur-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Khera Khurrampur,-,-,-,-,-,-,28.44166667,76.77222222,,20-05-2022 06:00,19.36
2082,2082,Khera Khurrampur-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Khera Khurrampur,-,-,-,-,-,-,28.44166667,76.77222222,,01-08-2022 06:00,17.4
2083,2083,Khera Khurrampur-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Khera Khurrampur,-,-,-,-,-,-,28.44166667,76.77222222,,01-11-2022 06:00,17.17
2084,2084,Khera Khurrampur-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Khera Khurrampur,-,-,-,-,-,-,28.44166667,76.77222222,,01-01-2023 00:00,17.65
2085,2085,Khera Khurrampur-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Khera Khurrampur,-,-,-,-,-,-,28.44166667,76.77222222,,20-08-2023 00:00,17
2086,2086,Khera Khurrampur-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Khera Khurrampur,-,-,-,-,-,-,28.44166667,76.77222222,,01-11-2023 00:00,17.18
2087,2087,Khera Khurrampur-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Khera Khurrampur,-,-,-,-,-,-,28.44166667,76.77222222,,01-01-2024 00:00,17.61
2088,2088,Kherari-DW,CGWB,6,Haryana,73,ROHTAK,ROHTAK,KALANAUR,Kherari,-,-,-,-,-,-,28.80972222,76.35833333,,20-05-2022 06:00,2.09
2089,2089,Kheri,CGWB,6,Haryana,69,MAHENDRAGARH,MAHENDRAGARH,MAHENDARGARH,Kheri,-,-,-,-,-,-,28.3875,76.23055556,,30-01-2022 07:00,25.6
2090,2090,Kheri1,CGWB,6,Haryana,604,Nuh,FEROZPUR JHIRKA,NAGINA,Ganduri,-,-,-,-,-,-,27.97777778,77.0125,,10-01-2021 00:00,5.1
2091,2091,Kheri1,CGWB,6,Haryana,604,Nuh,FEROZPUR JHIRKA,NAGINA,Ganduri,-,-,-,-,-,-,27.97777778,77.0125,,30-01-2022 07:00,4.38
2092,2092,Kheri Asra DW,CGWB,6,Haryana,64,JHAJJAR,JHAJJAR,JHAJJAR,Kheri Asra,-,-,-,-,-,-,28.66083333,76.7275,,20-05-2022 06:00,4
2093,2093,Kheri-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,BARWALA,Kheri,-,-,-,-,-,-,30.56555556,76.9975,,10-01-2021 00:00,9.23
2094,2094,Kheri-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,BARWALA,Kheri,-,-,-,-,-,-,30.56555556,76.9975,,20-05-2022 06:00,9.72
2095,2095,Kheri Gujjar-Pz,CGWB,6,Haryana,75,SONIPAT,GANAUR,GANAUR,Kheri Gujjar,-,-,-,-,-,-,29.16277778,76.97138889,,20-05-2022 06:00,31
2096,2096,Kherijalab,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Kherijalab,-,-,-,-,-,-,29.325,76.0875,,31-08-2021 06:00,8.7
2097,2097,Kherijalab,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Kherijalab,-,-,-,-,-,-,29.325,76.0875,,30-11-2021 06:00,7.36
2098,2098,Kherijalab,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Kherijalab,-,-,-,-,-,-,29.325,76.0875,,20-05-2022 06:00,8.6
2099,2099,Kherijalab,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Kherijalab,-,-,-,-,-,-,29.325,76.0875,,01-08-2022 06:00,5.58
2100,2100,Kherijalab,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Kherijalab,-,-,-,-,-,-,29.325,76.0875,,01-11-2022 06:00,6.05
2101,2101,Kherijalab-Pz,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Kherijalab,-,-,-,-,-,-,29.34166667,76.08333333,,10-01-2021 00:00,8
2102,2102,Kherijalab-Pz,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Kherijalab,-,-,-,-,-,-,29.34166667,76.08333333,,30-01-2022 07:00,7.25
2103,2103,Kherijalab-Pz,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Kherijalab,-,-,-,-,-,-,29.34166667,76.08333333,,20-05-2022 06:00,8.4
2104,2104,Kherijalab-Pz,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Kherijalab,-,-,-,-,-,-,29.34166667,76.08333333,,01-01-2023 00:00,5.9
2105,2105,Kherijalab-Pz,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Kherijalab,-,-,-,-,-,-,29.34166667,76.08333333,,01-06-2023 00:00,5.92
2106,2106,Kherijalab-Pz,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Kherijalab,-,-,-,-,-,-,29.34166667,76.08333333,,20-08-2023 00:00,4.88
2107,2107,Kherijalab-Pz,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Kherijalab,-,-,-,-,-,-,29.34166667,76.08333333,,01-11-2023 00:00,5.97
2108,2108,Kherijalab-Pz,CGWB,6,Haryana,63,HISAR,NARNAUD,NARNAUD,Kherijalab,-,-,-,-,-,-,29.34166667,76.08333333,,01-01-2024 00:00,6.12
2109,2109,Kheri Lamba-DW,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KALAYAT,Kheri Lamba,-,-,-,-,-,-,29.70694444,76.22916667,,20-05-2022 06:00,5.55
2110,2110,KheriNaru-Pz-D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,10-01-2021 00:00,15.99
2111,2111,KheriNaru-Pz-D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,31-08-2021 06:00,17.83
2112,2112,KheriNaru-Pz-D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,30-11-2021 06:00,16.1
2113,2113,KheriNaru-Pz-D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,30-01-2022 07:00,15.2
2114,2114,KheriNaru-Pz-D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,20-05-2022 06:00,14.75
2115,2115,KheriNaru-Pz-D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,01-08-2022 06:00,16.9
2116,2116,KheriNaru-Pz-D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,01-11-2022 06:00,15.77
2117,2117,KheriNaru-Pz-D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,01-01-2023 00:00,15.1
2118,2118,KheriNaru-Pz-D,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,01-11-2023 00:00,15.29
2119,2119,KheriNaru-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,10-01-2021 00:00,14.45
2120,2120,KheriNaru-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,31-08-2021 06:00,17.65
2121,2121,KheriNaru-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,30-11-2021 06:00,14.6
2122,2122,KheriNaru-Pz-M,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Kheri Naru Outsourcing,-,-,-,-,-,-,29.64861111,76.91361111,,30-01-2022 07:00,13.12
